hla1,hla2,sim
DRA_0101__DRB1_0407,DRA_0101__DRB1_1104,0.39
B__15_16,B__52_01,0.261
DRA_0101__DRB1_0801,DRA_0101__DRB1_1104,0.21
A__01_01,A__25_01,0.329
DRA_0101__DRB1_0101,DRA_0101__DRB1_1101,0.272
DQA1_0201__DQB1_0202,DQA1_0302__DQB1_0301,0.352
A__68_01,B__37_01,0.475
A__74_03,C__02_02,0.535
B__15_08,B__35_08,0.228
DRA_0101__DRB1_0101,DRA_0101__DRB1_1501,0.21
A__68_01,B__44_03,0.508
DRA_0101__DRB1_0801,DRA_0101__DRB1_1301,0.155
DQA1_0102__DQB1_0602,DQA1_0102__DQB1_0604,0.241
DQA1_0102__DQB1_0602,DQA1_0503__DQB1_0301,0.427
DRA_0101__DRB1_0701,DRA_0101__DRB1_1303,0.322
DQA1_0103__DQB1_0603,DQA1_0501__DQB1_0501,0.341
C__02_02,C__03_03,0.349
DQA1_0102__DQB1_0604,DQA1_0301__DQB1_0302,0.438
DQA1_0301__DQB1_0302,DQA1_0601__DQB1_0301,0.303
DRA_0101__DRB1_0102,DRA_0101__DRB1_1407,0.241
DRA_0101__DRB1_0301,DRA_0101__DRB1_0403,0.283
DQA1_0102__DQB1_0602,DQA1_0501__DQB1_0202,0.518
DRA_0101__DRB1_0802,DRA_0101__DRB1_1402,0.161
DQA1_0201__DQB1_0202,DQA1_0401__DQB1_0402,0.531
DQA1_0301__DQB1_0302,DQA1_0401__DQB1_0402,0.458
DRA_0101__DRB1_0701,DRA_0101__DRB1_1202,0.332
DQA1_0201__DQB1_0303,DQA1_0301__DQB1_0301,0.319
B__13_02,B__35_02,0.402
DQA1_0201__DQB1_0302,DQA1_0501__DQB1_0201,0.438
DQA1_0101__DQB1_0503,DQA1_0501__DQB1_0202,0.454
B__14_02,C__05_01,0.615
DRA_0101__DRB1_1202,DRA_0101__DRB1_1303,0.063
B__15_16,B__27_06,0.44
DQA1_0102__DQB1_0604,DQA1_0501__DQB1_0201,0.467
DRA_0101__DRB1_1302,DRA_0101__DRB1_1303,0.1
DQA1_0101__DQB1_0201,DQA1_0102__DQB1_0604,0.344
DQA1_0102__DQB1_0602,DQA1_0201__DQB1_0303,0.332
DRA_0101__DRB1_0404,DRA_0101__DRB1_1104,0.387
A__68_01,C__14_02,0.539
DRA_0101__DRB1_0102,DRA_0101__DRB1_1202,0.224
DRA_0101__DRB1_0408,DRA_0101__DRB1_1201,0.346
DRA_0101__DRB1_0401,DRA_0101__DRB1_1001,0.344
A__68_01,B__56_01,0.412
DQA1_0102__DQB1_0602,DQA1_0302__DQB1_0301,0.447
DRA_0101__DRB1_0301,DRA_0101__DRB1_1101,0.241
B__44_04,C__03_06,0.61
B__18_01,B__40_02,0.407
A__03_01,B__35_08,0.422
B__13_02,C__01_02,0.65
C__08_02,C__12_03,0.366
DRA_0101__DRB1_0301,DRA_0101__DRB1_0401,0.276
DQA1_0201__DQB1_0202,DQA1_0505__DQB1_0301,0.447
DRA_0101__DRB1_0701,DRA_0101__DRB1_1502,0.352
DQA1_0201__DQB1_0202,DQA1_0301__DQB1_0302,0.346
DRA_0101__DRB1_1001,DRA_0101__DRB1_1101,0.405
A__11_01,B__07_02,0.488
DQA1_0103__DQB1_0601,DQA1_0505__DQB1_0301,0.39
DQA1_0102__DQB1_0302,DQA1_0301__DQB1_0302,0.335
DRA_0101__DRB1_0901,DRA_0101__DRB1_1301,0.581
DRA_0101__DRB1_0301,DRA_0101__DRB1_1303,0.184
A__01_01,A__02_01,0.286
DRA_0101__DRB1_1103,DRA_0101__DRB1_1104,0.063
A__68_02,B__35_03,0.427
DQA1_0101__DQB1_0502,DQA1_0102__DQB1_0302,0.21
DRA_0101__DRB1_0411,DRA_0101__DRB1_1501,0.341
A__74_01,C__08_02,0.674
A__03_01,B__08_01,0.332
DQA1_0301__DQB1_0301,DQA1_0302__DQB1_0301,0.11
DQA1_0103__DQB1_0603,DQA1_0301__DQB1_0302,0.42
DRA_0101__DRB1_1103,DRA_0101__DRB1_1407,0.352
DQA1_0102__DQB1_0604,DQA1_0501__DQB1_0501,0.335
A__74_03,B__15_16,0.41
DQA1_0201__DQB1_0302,DQA1_0301__DQB1_0303,0.293
DRA_0101__DRB1_0403,DRA_0101__DRB1_0408,0.0
C__07_02,C__08_01,0.452
DRA_0101__DRB1_0408,DRA_0101__DRB1_1302,0.377
DRA_0101__DRB1_1001,DRA_0101__DRB1_1202,0.335
DQA1_0102__DQB1_0602,DQA1_0501__DQB1_0301,0.424
DQA1_0101__DQB1_0502,DQA1_0102__DQB1_0502,0.0
DQA1_0201__DQB1_0303,DQA1_0501__DQB1_0501,0.458
DQA1_0101__DQB1_0201,DQA1_0101__DQB1_0602,0.374
DQA1_0101__DQB1_0602,DQA1_0505__DQB1_0301,0.422
B__27_06,B__44_04,0.332
DRA_0101__DRB1_1407,DRA_0101__DRB1_1502,0.265
DQA1_0103__DQB1_0603,DQA1_0601__DQB1_0301,0.392
DRA_0101__DRB1_1101,DRA_0101__DRB1_1103,0.063
DRA_0101__DRB1_1001,DRA_0101__DRB1_1406,0.286
A__33_01,B__15_16,0.366
DRA_0101__DRB1_1301,DRA_0101__DRB1_1406,0.184
B__07_02,B__52_01,0.313
DRA_0101__DRB1_0411,DRA_0101__DRB1_1104,0.429
A__23_01,C__12_02,0.581
DRA_0101__DRB1_1401,DRA_0101__DRB1_1501,0.261
DQA1_0501__DQB1_0301,DQA1_0505__DQB1_0301,0.0
DQA1_0301__DQB1_0502,DQA1_0501__DQB1_0201,0.471
DQA1_0101__DQB1_0201,DQA1_0101__DQB1_0503,0.297
A__26_01,A__34_01,0.11
DRA_0101__DRB1_0901,DRA_0101__DRB1_1101,0.592
DRA_0101__DRB1_0802,DRA_0101__DRB1_1303,0.126
A__34_01,C__12_02,0.498
B__40_02,C__05_01,0.74
DRA_0101__DRB1_1103,DRA_0101__DRB1_1501,0.268
A__34_01,B__44_04,0.48
B__18_01,B__52_01,0.245
DRA_0101__DRB1_1101,DRA_0101__DRB1_1407,0.319
DQA1_0201__DQB1_0303,DQA1_0505__DQB1_0301,0.402
DRA_0101__DRB1_0102,DRA_0101__DRB1_1103,0.286
C__04_01,C__12_03,0.385
B__44_03,B__52_01,0.307
DRA_0101__DRB1_0802,DRA_0101__DRB1_1101,0.167
A__30_02,B__15_03,0.361
DRA_0101__DRB1_0801,DRA_0101__DRB1_0802,0.077
DRA_0101__DRB1_1001,DRA_0101__DRB1_1401,0.228
B__40_02,B__48_01,0.261
A__31_01,C__01_02,0.574
DRA_0101__DRB1_0102,DRA_0101__DRB1_1401,0.241
A__02_06,B__15_15,0.484
DRA_0101__DRB1_1401,DRA_0101__DRB1_1601,0.272
DRA_0101__DRB1_1101,DRA_0101__DRB1_1303,0.179
B__27_05,B__27_06,0.063
B__18_01,B__35_01,0.195
DRA_0101__DRB1_0801,DRA_0101__DRB1_1001,0.338
A__26_01,A__32_01,0.473
DRA_0101__DRB1_0101,DRA_0101__DRB1_1103,0.29
DRA_0101__DRB1_0407,DRA_0101__DRB1_1406,0.303
DRA_0101__DRB1_1202,DRA_0101__DRB1_1401,0.237
DRA_0101__DRB1_0802,DRA_0101__DRB1_1301,0.126
DRA_0101__DRB1_0404,DRA_0101__DRB1_1303,0.341
DRA_0101__DRB1_0401,DRA_0101__DRB1_1406,0.276
A__74_03,B__44_02,0.436
B__15_16,B__55_01,0.245
DRA_0101__DRB1_1001,DRA_0101__DRB1_1402,0.29
B__07_02,C__01_02,0.61
DRA_0101__DRB1_1202,DRA_0101__DRB1_1406,0.141
DRA_0101__DRB1_0802,DRA_0101__DRB1_1302,0.126
B__07_02,C__15_02,0.598
A__68_01,B__35_01,0.42
DRA_0101__DRB1_1202,DRA_0101__DRB1_1601,0.224
B__13_02,B__44_03,0.4
DRA_0101__DRB1_0407,DRA_0101__DRB1_1302,0.377
B__15_15,B__56_01,0.2
DRA_0101__DRB1_1103,DRA_0101__DRB1_1202,0.195
C__02_02,C__07_01,0.307
B__27_06,C__06_02,0.694
B__15_08,C__02_02,0.546
A__74_01,C__03_03,0.628
B__15_03,B__55_01,0.118
B__48_01,C__15_02,0.623
C__07_04,C__15_02,0.4
A__26_01,A__29_01,0.366
A__23_01,B__52_01,0.352
B__56_01,C__03_03,0.514
A__68_01,C__07_01,0.529
B__18_01,C__03_03,0.56
B__48_01,C__17_01,0.653
A__30_02,B__07_05,0.475
B__15_01,B__44_04,0.303
A__33_01,C__03_06,0.544
A__02_06,C__03_06,0.607
A__29_02,C__03_03,0.544
B__39_05,C__08_01,0.498
B__44_05,C__03_03,0.597
A__01_01,B__56_01,0.341
B__44_02,C__03_06,0.623
B__27_05,C__08_02,0.756
B__44_03,B__51_01,0.3
B__18_01,C__07_02,0.562
A__29_02,B__57_01,0.382
A__74_03,C__03_03,0.629
A__74_03,B__48_01,0.427
A__25_01,A__29_01,0.374
A__11_01,C__06_02,0.54
A__68_02,C__02_02,0.566
B__18_01,B__55_01,0.19
A__26_01,B__15_01,0.529
B__37_01,C__08_01,0.656
B__44_04,B__56_01,0.319
C__01_02,C__17_01,0.5
B__39_05,B__52_01,0.232
B__44_03,B__55_01,0.31
B__44_04,B__48_01,0.377
A__68_01,C__07_04,0.588
B__18_01,B__27_06,0.475
B__57_01,C__04_01,0.647
A__31_01,B__44_03,0.443
B__48_01,C__02_02,0.616
B__44_05,C__17_01,0.62
B__41_02,C__16_01,0.6
B__52_01,C__12_03,0.49
B__07_02,B__07_05,0.1
B__15_08,C__05_01,0.66
B__15_03,C__12_03,0.484
A__33_01,C__08_01,0.542
A__33_01,B__27_05,0.533
A__01_01,A__32_01,0.346
B__35_03,C__15_05,0.49
A__24_03,B__39_05,0.551
B__15_15,B__44_04,0.3
C__01_02,C__12_02,0.148
B__52_01,C__04_01,0.567
C__05_01,C__15_05,0.379
B__44_03,C__08_02,0.629
B__07_02,B__27_02,0.352
B__07_05,B__37_01,0.355
B__40_02,C__17_01,0.64
B__41_02,C__07_04,0.637
A__74_03,C__04_01,0.653
A__74_01,C__05_01,0.729
B__44_03,C__12_03,0.544
B__15_03,B__44_05,0.29
A__03_01,B__48_01,0.42
A__01_01,C__05_01,0.615
B__07_05,C__15_05,0.566
A__33_01,B__51_01,0.332
A__03_01,B__56_01,0.374
A__32_01,B__15_15,0.427
B__44_04,B__44_05,0.045
B__52_01,C__07_01,0.482
B__44_04,C__12_02,0.537
B__15_16,B__35_02,0.257
A__24_02,C__14_02,0.642
C__08_01,C__14_02,0.349
B__15_01,C__17_01,0.612
A__32_01,B__37_01,0.307
B__44_04,C__15_05,0.539
C__06_02,C__07_01,0.313
B__39_05,C__07_04,0.514
A__01_01,B__52_01,0.335
B__14_02,B__40_02,0.385
A__02_01,A__02_06,0.0
A__01_01,B__27_05,0.498
B__15_15,C__12_02,0.5
A__24_02,A__74_03,0.407
A__74_03,B__57_01,0.361
A__24_02,B__15_16,0.557
A__25_01,A__74_03,0.48
B__35_03,C__03_03,0.514
B__15_15,C__07_04,0.562
B__35_08,C__06_02,0.469
B__15_08,C__16_01,0.512
A__11_01,B__27_05,0.492
B__55_01,C__14_02,0.463
B__08_01,C__07_01,0.498
A__03_01,C__08_02,0.665
A__74_03,B__55_01,0.369
A__24_03,C__06_02,0.675
B__37_01,B__44_04,0.361
B__44_04,C__07_02,0.555
A__30_01,C__04_01,0.566
A__11_01,B__13_02,0.463
A__24_03,B__35_02,0.546
B__27_02,C__03_06,0.747
C__01_02,C__14_02,0.089
A__33_01,B__40_02,0.488
B__35_08,B__52_01,0.232
A__32_01,B__07_05,0.434
A__29_01,A__29_02,0.148
A__32_01,B__08_01,0.344
B__27_05,B__55_01,0.412
A__29_02,B__27_02,0.46
B__15_08,B__27_06,0.443
C__15_02,C__17_01,0.41
B__07_05,C__15_02,0.562
B__35_02,B__44_03,0.326
A__30_02,C__04_01,0.612
B__08_01,B__27_06,0.417
C__05_01,C__17_01,0.473
B__13_02,B__27_02,0.349
B__35_03,B__44_02,0.316
B__52_01,C__03_03,0.555
A__23_01,C__04_01,0.653
B__41_02,B__48_01,0.21
A__26_01,A__68_02,0.344
B__27_06,B__37_01,0.319
A__29_01,A__33_01,0.179
A__68_02,B__15_03,0.477
A__68_01,C__08_01,0.618
A__24_03,C__15_05,0.615
A__33_01,C__12_02,0.434
B__40_01,B__48_01,0.2
A__02_06,C__14_02,0.527
B__27_06,B__35_02,0.502
B__57_01,C__08_01,0.659
A__24_03,B__55_01,0.496
B__39_05,B__40_01,0.379
C__12_02,C__15_02,0.214
B__35_03,B__41_02,0.385
A__11_01,B__41_02,0.48
B__15_03,B__27_02,0.326
A__32_01,B__44_02,0.443
A__02_06,B__07_05,0.502
A__32_01,C__07_04,0.56
B__15_01,B__52_01,0.219
A__02_06,B__44_02,0.518
A__02_01,A__68_01,0.141
B__52_01,C__02_02,0.486
B__27_05,C__03_06,0.747
A__31_01,B__52_01,0.335
B__35_08,B__44_03,0.329
B__44_04,C__15_02,0.544
B__35_08,B__40_01,0.397
B__35_08,C__04_01,0.518
B__35_08,C__05_01,0.55
B__15_15,B__44_02,0.297
A__68_02,B__44_05,0.54
A__25_01,C__12_03,0.488
A__31_01,C__16_01,0.523
A__31_01,C__07_04,0.571
B__44_05,C__07_01,0.55
A__26_01,B__44_05,0.508
C__01_02,C__03_04,0.297
B__14_02,B__48_01,0.371
A__01_01,B__13_02,0.486
B__15_15,B__35_01,0.21
A__03_01,C__17_01,0.634
C__07_01,C__07_02,0.126
B__41_02,B__52_01,0.371
B__40_01,C__07_01,0.6
A__33_01,C__03_04,0.518
B__08_01,C__04_01,0.605
B__39_05,C__03_03,0.486
A__34_01,B__51_01,0.4
A__26_01,B__55_01,0.436
A__23_01,A__74_03,0.316
B__40_02,C__15_02,0.593
A__11_01,C__03_06,0.607
C__03_03,C__15_05,0.344
A__25_01,A__30_02,0.484
B__08_01,B__41_02,0.265
A__32_01,B__40_02,0.431
A__23_01,B__13_02,0.438
A__68_02,C__08_01,0.588
C__12_03,C__16_01,0.063
B__08_01,C__01_02,0.525
B__18_01,C__12_02,0.516
A__29_02,C__03_04,0.539
B__44_02,B__48_01,0.358
A__23_01,A__25_01,0.603
B__15_15,B__52_01,0.261
A__01_01,C__04_01,0.506
A__30_01,B__35_02,0.387
A__23_01,B__40_02,0.436
B__56_01,C__03_04,0.508
A__01_01,A__31_01,0.344
B__51_01,C__17_01,0.576
B__15_03,C__07_02,0.52
A__29_01,A__30_02,0.31
B__40_01,C__17_01,0.628
B__07_05,B__15_15,0.319
A__02_01,A__29_02,0.326
A__02_06,B__44_04,0.518
A__01_01,B__35_01,0.338
C__02_02,C__07_04,0.4
A__29_02,B__51_01,0.322
B__44_02,C__15_02,0.553
A__25_01,B__27_06,0.681
A__74_03,B__08_01,0.341
B__39_05,C__07_01,0.502
A__34_01,A__68_02,0.344
B__08_01,B__15_08,0.3
A__26_01,B__51_01,0.427
A__34_01,B__15_03,0.454
A__25_01,B__07_05,0.595
B__57_01,C__01_02,0.571
B__15_03,B__27_06,0.344
C__07_04,C__08_01,0.371
B__15_03,B__15_15,0.232
A__68_01,B__48_01,0.567
B__08_01,C__16_01,0.504
A__02_01,B__55_01,0.415
B__14_02,B__56_01,0.077
A__30_01,B__37_01,0.329
C__03_04,C__06_02,0.344
A__31_01,B__15_16,0.4
B__08_01,C__08_01,0.598
A__30_01,A__31_01,0.205
A__34_01,B__39_05,0.392
A__01_01,B__44_05,0.422
C__05_01,C__06_02,0.377
B__56_01,C__08_02,0.548
B__27_05,B__51_01,0.397
A__23_01,C__17_01,0.642
B__44_03,C__01_02,0.564
B__39_05,C__03_04,0.48
A__30_02,B__15_01,0.427
B__27_02,B__35_01,0.424
B__40_01,C__07_04,0.632
A__30_02,B__35_01,0.379
B__08_01,B__35_02,0.283
B__15_01,B__35_08,0.283
A__24_02,A__26_01,0.672
B__35_08,C__07_01,0.502
B__35_01,B__37_01,0.228
A__25_01,A__68_02,0.363
B__15_16,B__44_02,0.29
A__11_01,B__51_01,0.349
A__26_01,C__03_06,0.548
A__03_01,B__44_05,0.436
A__02_06,B__07_02,0.518
C__04_01,C__15_05,0.355
B__48_01,C__08_01,0.716
B__27_06,C__07_02,0.66
B__44_04,C__06_02,0.55
A__24_03,A__30_01,0.422
A__23_01,C__15_02,0.55
B__35_03,C__08_01,0.537
A__02_06,B__48_01,0.533
A__31_01,C__15_05,0.52
B__15_01,B__40_01,0.338
A__25_01,B__08_01,0.49
A__23_01,C__03_04,0.643
A__11_01,A__32_01,0.338
A__25_01,B__37_01,0.512
B__14_02,C__07_04,0.539
B__15_15,C__07_02,0.548
B__57_01,C__06_02,0.583
A__25_01,C__03_04,0.546
B__55_01,C__16_01,0.467
A__24_02,B__44_04,0.576
A__30_01,A__34_01,0.422
A__02_01,B__57_01,0.486
A__02_01,B__13_02,0.535
B__15_03,C__03_04,0.546
B__27_02,B__27_06,0.063
B__51_01,C__07_04,0.522
A__24_03,C__16_01,0.65
A__24_03,B__52_01,0.424
B__07_05,C__08_01,0.626
A__03_01,C__07_04,0.631
A__24_02,B__07_05,0.533
A__68_02,B__35_02,0.41
A__34_01,B__52_01,0.445
A__24_02,C__12_03,0.639
B__15_03,B__56_01,0.148
B__07_02,B__18_01,0.369
A__23_01,B__15_08,0.502
B__44_04,C__07_01,0.548
B__35_03,B__57_01,0.268
A__30_01,B__56_01,0.363
A__24_02,B__15_15,0.564
B__14_02,B__55_01,0.077
B__27_06,B__44_05,0.3
A__26_01,B__35_03,0.417
C__01_02,C__08_01,0.344
B__44_02,C__05_01,0.671
B__18_01,B__37_01,0.3
A__25_01,C__07_02,0.465
A__31_01,C__08_01,0.637
A__33_01,C__12_03,0.431
B__15_03,C__17_01,0.576
A__02_06,B__40_01,0.535
A__03_01,C__04_01,0.634
A__34_01,B__44_02,0.488
A__24_03,A__68_01,0.471
A__74_01,C__08_01,0.66
B__35_03,C__01_02,0.48
A__33_01,B__15_01,0.422
B__27_05,B__40_02,0.237
A__02_01,C__03_04,0.581
A__30_01,B__55_01,0.352
C__07_02,C__12_02,0.249
B__44_04,C__12_03,0.535
B__13_02,B__14_02,0.332
B__15_08,C__06_02,0.542
B__37_01,C__03_06,0.645
A__11_01,B__35_08,0.392
C__03_03,C__03_04,0.063
B__18_01,B__35_08,0.21
A__25_01,B__27_05,0.66
A__11_01,C__12_02,0.52
B__27_05,C__07_01,0.59
A__24_02,C__01_02,0.656
A__30_01,B__48_01,0.447
B__57_01,C__15_02,0.567
B__37_01,C__14_02,0.564
B__15_16,B__37_01,0.307
B__35_03,C__08_02,0.548
B__35_03,C__12_03,0.452
A__02_06,C__04_01,0.626
A__34_01,B__35_02,0.39
B__57_01,C__16_01,0.562
A__01_01,A__23_01,0.392
A__68_02,A__74_01,0.463
B__52_01,C__16_01,0.508
A__34_01,B__48_01,0.626
B__40_02,B__44_04,0.257
A__01_01,C__01_02,0.475
B__15_15,C__07_01,0.544
B__07_05,B__15_16,0.341
B__13_02,C__06_02,0.657
A__30_02,C__07_04,0.615
A__30_01,B__35_01,0.352
A__02_01,A__74_01,0.39
A__30_01,C__08_02,0.626
C__06_02,C__07_02,0.249
A__68_02,C__03_06,0.583
A__34_01,C__05_01,0.66
B__27_02,C__12_03,0.663
A__30_01,A__68_01,0.405
A__32_01,B__41_02,0.44
A__24_03,C__01_02,0.662
A__68_02,B__18_01,0.482
A__29_02,B__27_05,0.463
A__02_06,C__12_02,0.508
A__31_01,B__57_01,0.371
B__35_02,C__15_05,0.465
B__41_02,B__51_01,0.395
B__07_02,B__37_01,0.319
B__35_03,B__44_04,0.316
A__02_06,B__51_01,0.429
A__74_03,B__15_03,0.319
A__24_02,B__55_01,0.496
A__02_01,C__01_02,0.539
B__08_01,B__37_01,0.265
B__07_05,B__27_05,0.397
A__01_01,C__14_02,0.449
A__25_01,B__15_08,0.473
A__34_01,C__01_02,0.542
B__44_03,C__07_02,0.564
A__30_01,B__14_02,0.352
A__30_01,A__74_03,0.272
A__25_01,B__57_01,0.516
A__02_01,C__08_02,0.615
C__03_03,C__15_02,0.349
B__15_16,C__06_02,0.518
B__07_05,B__35_03,0.329
C__06_02,C__15_05,0.2
B__44_03,B__44_05,0.0
A__26_01,A__30_02,0.49
C__03_04,C__07_04,0.405
A__03_01,A__23_01,0.261
A__34_01,C__04_01,0.562
B__27_06,B__56_01,0.452
A__32_01,B__35_01,0.361
A__01_01,A__30_01,0.31
C__02_02,C__15_02,0.077
B__56_01,C__15_02,0.502
A__30_02,B__55_01,0.377
B__40_01,C__12_03,0.588
A__01_01,A__68_01,0.293
A__23_01,C__06_02,0.612
C__08_02,C__16_01,0.371
B__07_05,B__48_01,0.167
A__03_01,B__51_01,0.369
A__23_01,B__27_02,0.424
B__07_05,B__15_01,0.293
B__15_01,B__48_01,0.31
A__26_01,C__04_01,0.537
A__32_01,B__15_16,0.392
A__24_03,A__25_01,0.656
B__35_02,C__07_01,0.502
B__15_08,C__01_02,0.514
A__02_06,B__35_01,0.415
A__30_02,C__07_02,0.553
A__74_03,C__12_03,0.533
A__29_02,B__44_04,0.412
A__74_03,B__07_05,0.447
A__26_01,B__15_16,0.434
C__05_01,C__07_02,0.508
B__15_08,C__17_01,0.621
A__24_02,C__02_02,0.613
A__25_01,B__41_02,0.603
B__15_03,B__57_01,0.232
B__15_01,C__04_01,0.632
A__32_01,C__03_03,0.597
B__37_01,C__17_01,0.623
B__27_05,C__04_01,0.713
B__44_05,C__16_01,0.557
A__24_02,A__24_03,0.045
A__68_01,C__12_02,0.525
A__30_02,B__08_01,0.363
A__30_02,C__08_02,0.662
B__15_16,B__44_04,0.29
B__07_02,C__06_02,0.632
A__68_01,B__13_02,0.553
A__30_01,A__30_02,0.141
B__41_02,B__44_05,0.253
A__11_01,B__57_01,0.397
A__74_01,B__56_01,0.379
A__11_01,C__07_04,0.578
A__30_02,B__15_15,0.454
A__01_01,A__03_01,0.268
A__25_01,B__15_15,0.475
A__29_01,C__03_04,0.544
A__02_06,A__24_03,0.424
A__68_02,B__44_02,0.544
B__27_06,C__08_01,0.755
B__15_16,B__35_01,0.249
B__56_01,C__03_06,0.535
A__30_01,C__03_03,0.557
A__23_01,C__03_03,0.653
C__03_03,C__05_01,0.42
B__40_02,B__44_05,0.237
A__34_01,B__35_03,0.395
A__23_01,A__24_03,0.184
B__18_01,C__12_03,0.51
A__74_01,B__08_01,0.338
A__68_01,B__07_05,0.533
A__01_01,B__35_03,0.338
A__29_01,B__44_04,0.434
A__29_02,B__27_06,0.477
B__18_01,C__17_01,0.634
B__44_05,C__14_02,0.535
B__15_08,B__27_02,0.431
B__39_05,B__57_01,0.31
B__15_08,B__18_01,0.257
B__15_08,C__07_01,0.542
B__27_06,C__05_01,0.806
C__03_04,C__05_01,0.415
A__29_01,C__15_05,0.48
A__02_01,B__52_01,0.427
A__68_01,C__03_06,0.616
B__15_01,B__57_01,0.173
A__03_01,A__25_01,0.51
B__44_02,B__44_05,0.0
A__02_01,B__27_06,0.595
A__31_01,A__33_01,0.249
B__15_01,C__15_05,0.557
B__13_02,C__16_01,0.637
B__15_16,B__51_01,0.228
B__27_06,C__17_01,0.671
A__26_01,B__52_01,0.482
A__02_01,B__15_15,0.484
A__34_01,B__41_02,0.566
B__14_02,B__44_02,0.316
A__29_01,B__35_08,0.361
A__29_02,B__35_08,0.349
B__35_08,B__44_02,0.332
A__02_06,C__06_02,0.559
B__08_01,C__03_06,0.632
B__18_01,C__08_02,0.597
A__34_01,B__08_01,0.46
C__15_02,C__16_01,0.241
A__02_01,B__48_01,0.535
B__44_04,B__51_01,0.31
B__14_02,B__35_01,0.063
C__12_03,C__17_01,0.463
B__15_01,B__15_08,0.118
C__02_02,C__04_01,0.377
A__25_01,A__74_01,0.492
A__03_01,A__74_01,0.228
A__33_01,B__55_01,0.332
A__23_01,B__07_02,0.443
A__29_02,B__13_02,0.447
A__03_01,A__34_01,0.471
B__44_05,C__01_02,0.566
B__15_03,B__35_08,0.219
A__29_01,C__02_02,0.484
A__68_02,C__04_01,0.613
A__24_03,A__29_02,0.477
A__34_01,B__15_08,0.452
A__11_01,C__04_01,0.576
A__30_01,C__03_06,0.587
A__30_01,B__15_01,0.4
A__30_02,B__41_02,0.465
A__29_01,B__15_16,0.392
B__07_05,B__40_01,0.161
B__13_02,C__07_02,0.631
B__14_02,C__12_03,0.456
A__01_01,B__51_01,0.329
B__07_05,B__35_01,0.329
A__68_02,C__07_02,0.525
A__01_01,B__08_01,0.361
A__31_01,B__07_05,0.447
C__02_02,C__17_01,0.4
B__13_02,B__15_15,0.307
B__18_01,B__44_04,0.349
A__33_01,B__40_01,0.527
C__01_02,C__08_02,0.363
A__23_01,B__51_01,0.415
A__02_06,A__74_03,0.387
B__07_05,C__07_04,0.597
B__35_02,C__03_03,0.484
A__34_01,C__08_01,0.583
A__29_02,C__16_01,0.456
A__74_01,B__39_05,0.42
B__27_06,C__12_03,0.675
A__32_01,C__14_02,0.527
A__01_01,B__55_01,0.344
B__41_02,C__04_01,0.675
B__48_01,C__12_02,0.628
B__35_08,C__12_03,0.415
B__07_02,B__44_04,0.352
C__08_01,C__16_01,0.352
B__57_01,C__12_02,0.55
A__24_02,B__57_01,0.475
B__35_01,C__07_02,0.504
B__13_02,C__03_03,0.688
B__44_03,C__17_01,0.618
A__26_01,B__44_02,0.51
A__34_01,B__37_01,0.488
C__02_02,C__03_06,0.355
A__74_01,B__44_03,0.436
A__24_02,B__18_01,0.555
A__02_01,C__12_03,0.5
A__31_01,B__35_01,0.369
A__68_02,B__37_01,0.522
B__27_02,B__40_02,0.241
A__74_03,B__41_02,0.407
B__15_01,B__51_01,0.232
B__44_02,C__06_02,0.562
A__32_01,B__40_01,0.48
A__24_03,B__40_01,0.551
A__23_01,A__26_01,0.624
B__55_01,C__17_01,0.578
C__01_02,C__06_02,0.205
B__15_15,B__40_02,0.374
A__34_01,C__14_02,0.514
A__11_01,C__03_03,0.587
B__40_02,C__08_01,0.674
B__39_05,C__12_03,0.42
B__39_05,C__02_02,0.475
B__52_01,C__08_02,0.585
A__34_01,C__03_06,0.578
A__68_02,C__08_02,0.598
B__15_01,C__15_02,0.553
A__34_01,B__07_05,0.573
C__14_02,C__15_02,0.257
B__27_05,C__14_02,0.662
B__35_08,C__02_02,0.469
A__11_01,B__14_02,0.349
A__25_01,C__08_02,0.58
B__35_02,B__40_02,0.422
A__29_01,C__06_02,0.502
A__26_01,C__03_03,0.544
A__02_06,B__39_05,0.412
B__08_01,B__14_02,0.237
A__26_01,B__35_02,0.395
A__03_01,A__26_01,0.514
B__48_01,C__01_02,0.653
B__40_02,B__55_01,0.379
A__68_02,C__05_01,0.654
B__35_01,C__12_03,0.449
B__15_15,B__37_01,0.297
A__74_01,B__13_02,0.395
B__27_06,B__40_01,0.397
B__44_05,B__57_01,0.346
A__26_01,B__15_08,0.469
A__24_03,B__48_01,0.482
A__01_01,B__39_05,0.341
A__23_01,B__18_01,0.494
B__07_05,C__03_03,0.657
A__24_02,C__15_05,0.61
A__25_01,A__32_01,0.443
B__55_01,C__08_01,0.54
A__31_01,B__27_02,0.431
B__35_08,B__57_01,0.322
B__40_01,C__06_02,0.628
B__07_02,B__35_01,0.346
A__31_01,C__03_04,0.592
A__30_01,B__51_01,0.341
A__03_01,C__03_03,0.616
B__35_02,C__04_01,0.527
B__40_01,B__57_01,0.361
C__06_02,C__15_02,0.205
A__11_01,B__52_01,0.341
A__11_01,A__68_02,0.366
B__15_03,C__06_02,0.539
A__02_01,B__35_03,0.412
A__30_02,C__08_01,0.656
B__37_01,B__40_01,0.397
B__51_01,C__15_05,0.473
A__29_02,A__68_02,0.374
A__68_01,C__15_05,0.567
B__15_08,C__12_02,0.498
